11
70
t0 tc tt tmax Nt Nreal Nc Nloop Np ntraj Ti Te Zeff Aeff ndens Ln Li Le magnetic_model B0 R0 a0 s1 s2 s3 amp elong device shot shotslice Omgt0 Omgtprim turb_model x_corr y_corr t_corr Phi turbprof Ai lambdax lambday lambdaz lbalonz tauc k0i k0e gamma_ZF X0 Y0 Z0 Ts Es pitch As Zs position_type pitch_type energy_type USE_larmor USE_coll USE_turb USE_magnturb USE_freq USE_polar USE_PC USE_real USE_corr USE_balloon USE_tilt USE_testing
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 1 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 1.9 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 2.8 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 3.7 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 4.6 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 5.5 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 6.4 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 7.3 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 8.2 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 9.1 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
0 -1 -1 60 1200 1 50 1 5000 10 3 3 1 1 5 2 6.9 6.9 4 2.2 1.65 0.6 0.84 0 2.24 1 1.2 3 54178 6 0 0 2 2 1 2 0.01 5 1 10 4.6 1.36 1.12 10.25 0.05 0.05 0 1.95 0 0 0.8 0.1 0.4 1 1 2 2 2 1 0 1 0 1 0 0 0 0 1 1 0
